image_path,image_index,original_confidence,patched_confidence,confidence_change,confidence_change_pct,best_iou,ground_truth_bbox,detected_bbox,detection_text,text_confidence,num_detections,patch_applied,error
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0285_processed.png,0,0.5479527711868286,0.3756972849369049,-0.1722554862499237,-31.436192188029267,0.48912392985740943,"[219.73333740234375, 156.8000030517578, 237.5111083984375, 166.04444885253906]","[216.0, 155.0, 240.0, 169.0]",993171M,0.3756972849369049,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0305_processed.png,1,0.5443636178970337,0.42450451850891113,-0.11985909938812256,-22.018205377346487,0.5731034840490403,"[201.95555114746094, 147.1999969482422, 221.86666870117188, 159.2888946533203]","[197.0, 147.0, 225.0, 162.0]",435T0M,0.42450451850891113,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0325_processed.png,2,0.5628585815429688,0.4829486310482025,-0.07990995049476624,-14.197163037953237,0.48289003270718867,"[162.4888916015625, 136.88888549804688, 184.1777801513672, 148.62222290039062]","[157.0, 135.0, 188.0, 152.0]",EJ51F4,0.4829486310482025,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0345_processed.png,3,0.7585394382476807,0.3597809374332428,-0.39875850081443787,-52.56925094568834,0.42731363526889266,"[113.06666564941406, 124.0888900756836, 137.24444580078125, 136.1777801513672]","[107.0, 121.0, 143.0, 140.0]",BB51774,0.3597809374332428,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0355_processed.png,4,0.9679816365242004,0.6388428807258606,-0.32913875579833984,-34.00258262958391,0.4664572182065005,"[90.66666412353516, 122.31111145019531, 116.26667022705078, 135.46665954589844]","[85.0, 120.0, 123.0, 139.0]",VP77744,0.6388428807258606,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0365_processed.png,5,0.9640076756477356,0.7130292654037476,-0.25097841024398804,-26.03489749968544,0.4695589623291168,"[72.88888549804688, 114.84444427490234, 100.62222290039062, 128.7111053466797]","[67.0, 112.0, 106.0, 133.0]",5PJ777,0.7130292654037476,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0375_processed.png,6,0.8203113079071045,0.7516958713531494,-0.06861543655395508,-8.364560611631283,0.6061333202122111,"[67.19999694824219, 108.0888900756836, 96.71111297607422, 124.0888900756836]","[62.0, 108.0, 103.0, 127.0]",XWJ7774,0.7516958713531494,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0385_processed.png,7,0.9412429332733154,0.8846604824066162,-0.05658245086669922,-6.01146089563989,0.5059288537549407,"[64.35555267333984, 108.80000305175781, 96.35555267333984, 124.80000305175781]","[57.0, 107.0, 103.0, 129.0]",VAJ7774,0.8846604824066162,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0395_processed.png,8,0.9978850483894348,0.8397945761680603,-0.1580904722213745,-15.842553456084863,0.5006222522702928,"[65.42222595214844, 99.9111099243164, 100.62222290039062, 118.4000015258789]","[58.0, 97.0, 108.0, 123.0]",VRJ7774,0.8397945761680603,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0415_processed.png,9,0.8824216723442078,0.5298707485198975,-0.3525509238243103,-39.952659241441445,0.5479160316260239,"[84.26667022705078, 92.80000305175781, 124.80000305175781, 116.26667022705078]","[77.0, 90.0, 133.0, 121.0]",AASJ774,0.5298707485198975,1,True,
