image_path,image_index,original_confidence,patched_confidence,confidence_change,confidence_change_pct,best_iou,ground_truth_bbox,detected_bbox,detection_text,text_confidence,num_detections,patch_applied,error
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0285_processed.png,0,0.5479527711868286,0.38593563437461853,-0.16201713681221008,-29.567719214430095,0.48912392985740943,"[219.73333740234375, 156.8000030517578, 237.5111083984375, 166.04444885253906]","[216.0, 154.0, 240.0, 168.0]",9GJ171,0.38593563437461853,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0305_processed.png,1,0.5443636178970337,0.3536457419395447,-0.190717875957489,-35.035015141949344,0.5663610901190516,"[201.95555114746094, 147.1999969482422, 221.86666870117188, 159.2888946533203]","[199.0, 144.0, 224.0, 161.0]",3PER0M,0.3536457419395447,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0325_processed.png,2,0.5628585815429688,0.4918314516544342,-0.07102712988853455,-12.61900097424602,0.45606280866790044,"[162.4888916015625, 136.88888549804688, 184.1777801513672, 148.62222290039062]","[157.0, 133.0, 188.0, 151.0]",EN1F44,0.4918314516544342,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0345_processed.png,3,0.7585394382476807,0.40815469622612,-0.35038474202156067,-46.19202698688844,0.405947953505448,"[113.06666564941406, 124.0888900756836, 137.24444580078125, 136.1777801513672]","[107.0, 120.0, 143.0, 140.0]",BB5177,0.40815469622612,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0355_processed.png,4,0.9679816365242004,0.7336417436599731,-0.2343398928642273,-24.209125878223063,0.4677529327015186,"[90.66666412353516, 122.31111145019531, 116.26667022705078, 135.46665954589844]","[86.0, 119.0, 122.0, 139.0]",VRJ7774,0.7336417436599731,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0365_processed.png,5,0.9640076756477356,0.5478349924087524,-0.41617268323898315,-43.17109642922175,0.4930369104455727,"[72.88888549804688, 114.84444427490234, 100.62222290039062, 128.7111053466797]","[67.0, 111.0, 106.0, 131.0]",WBB7774,0.5478349924087524,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0375_processed.png,6,0.8203113079071045,0.6186739206314087,-0.2016373872756958,-24.5805934079029,0.5110149961529356,"[67.19999694824219, 108.0888900756836, 96.71111297607422, 124.0888900756836]","[61.0, 105.0, 103.0, 127.0]",X5J7774,0.6186739206314087,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0385_processed.png,7,0.9412429332733154,0.6392182111740112,-0.3020247220993042,-32.08786078732801,0.463768115942029,"[64.35555267333984, 108.80000305175781, 96.35555267333984, 124.80000305175781]","[57.0, 105.0, 103.0, 129.0]",V5J7774,0.6392182111740112,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0395_processed.png,8,0.9978850483894348,0.7616515755653381,-0.23623347282409668,-23.673415410459597,0.4919190687463194,"[65.42222595214844, 99.9111099243164, 100.62222290039062, 118.4000015258789]","[58.0, 95.0, 107.0, 122.0]",VRJ777,0.7616515755653381,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0415_processed.png,9,0.8824216723442078,0.4217616021633148,-0.46066007018089294,-52.20407483387404,0.49080610469699565,"[84.26667022705078, 92.80000305175781, 124.80000305175781, 116.26667022705078]","[76.0, 87.0, 133.0, 121.0]",A5J777,0.4217616021633148,1,True,
