image_path,image_index,original_confidence,patched_confidence,confidence_change,confidence_change_pct,best_iou,ground_truth_bbox,detected_bbox,detection_text,text_confidence,num_detections,patch_applied,error
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0285_processed.png,0,0.5479527711868286,0.3632568120956421,-0.18469595909118652,-33.706547133824614,0.5267488475387486,"[219.73333740234375, 156.8000030517578, 237.5111083984375, 166.04444885253906]","[216.0, 156.0, 240.0, 169.0]",BGJ1714,0.3632568120956421,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0305_processed.png,1,0.5443636178970337,0.4111761450767517,-0.13318747282028198,-24.466637453621004,0.5786140944725887,"[201.95555114746094, 147.1999969482422, 221.86666870117188, 159.2888946533203]","[199.0, 145.0, 225.0, 161.0]",1P377M,0.4111761450767517,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0325_processed.png,2,0.5628585815429688,0.4364601671695709,-0.12639841437339783,-22.45651368180278,0.46779971918508906,"[162.4888916015625, 136.88888549804688, 184.1777801513672, 148.62222290039062]","[157.0, 134.0, 189.0, 151.0]",E35774,0.4364601671695709,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0345_processed.png,3,0.7585394382476807,0.39512574672698975,-0.3634136915206909,-47.90966338681364,0.405947953505448,"[113.06666564941406, 124.0888900756836, 137.24444580078125, 136.1777801513672]","[107.0, 120.0, 143.0, 140.0]",BB51772,0.39512574672698975,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0355_processed.png,4,0.9679816365242004,0.7716935873031616,-0.19628804922103882,-20.2780757211329,0.4790641700499194,"[90.66666412353516, 122.31111145019531, 116.26667022705078, 135.46665954589844]","[85.0, 120.0, 122.0, 139.0]",VPJ7744,0.7716935873031616,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0365_processed.png,5,0.9640076756477356,0.6602671146392822,-0.30374056100845337,-31.50810607440072,0.4695589623291168,"[72.88888549804688, 114.84444427490234, 100.62222290039062, 128.7111053466797]","[67.0, 112.0, 106.0, 133.0]",5BJ7774,0.6602671146392822,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0375_processed.png,6,0.8203113079071045,0.7079096436500549,-0.11240166425704956,-13.702318031409899,0.5758266542016006,"[67.19999694824219, 108.0888900756836, 96.71111297607422, 124.0888900756836]","[62.0, 108.0, 103.0, 128.0]",AAJ7774,0.7079096436500549,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0385_processed.png,7,0.9412429332733154,0.8536946773529053,-0.08754825592041016,-9.301345362131727,0.4839319470699433,"[64.35555267333984, 108.80000305175781, 96.35555267333984, 124.80000305175781]","[57.0, 106.0, 103.0, 129.0]",VAJ7774,0.8536946773529053,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0395_processed.png,8,0.9978850483894348,0.9560301303863525,-0.041854918003082275,-4.194362674401748,0.553879938682026,"[65.42222595214844, 99.9111099243164, 100.62222290039062, 118.4000015258789]","[60.0, 97.0, 107.0, 122.0]",VRJ7774,0.9560301303863525,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0415_processed.png,9,0.8824216723442078,0.6874247789382935,-0.1949968934059143,-22.09792659419765,0.5307936556377106,"[84.26667022705078, 92.80000305175781, 124.80000305175781, 116.26667022705078]","[77.0, 88.0, 133.0, 120.0]",KRJ7774,0.6874247789382935,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0425_processed.png,10,0.9978286027908324,0.47586578130722046,-0.521962821483612,-52.30986764898613,0.49865573294453264,"[94.22222137451172, 85.68888854980469, 138.3111114501953, 110.93333435058594]","[86.0, 80.0, 148.0, 116.0]",6WJ774,0.47586578130722046,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0435_processed.png,11,0.9999291896820068,0.47633737325668335,-0.5235918164253235,-52.36288947538714,0.48482181945970904,"[108.44444274902344, 85.68888854980469, 156.08888244628906, 115.9111099243164]","[100.0, 78.0, 166.0, 123.0]",6R7A44,0.47633737325668335,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0445_processed.png,12,0.9999158382415771,0.6363930106163025,-0.36352282762527466,-36.355342492079664,0.47802457659107056,"[128.35556030273438, 93.86666870117188, 179.1999969482422, 129.06666564941406]","[118.0, 85.0, 190.0, 137.0]",577444,0.6363930106163025,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0455_processed.png,13,0.9998941421508788,0.6668604016304016,-0.3330337405204772,-33.30689984882661,0.4854057249996098,"[142.57777404785156, 100.97777557373047, 197.6888885498047, 141.5111083984375]","[132.0, 92.0, 210.0, 151.0]",KJ77749,0.6668604016304016,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0465_processed.png,14,0.9999629259109496,0.8447475433349609,-0.15521538257598866,-15.522113725825387,0.527768870614508,"[167.11111450195312, 113.06666564941406, 222.57777404785156, 161.42222595214844]","[158.0, 104.0, 235.0, 170.0]",KAJ7774,0.8447475433349609,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0475_processed.png,15,0.9999408721923828,0.6078463792800903,-0.3920944929122925,-39.21176779709189,0.5221393315905465,"[201.24444580078125, 127.28888702392578, 257.0666809082031, 183.46665954589844]","[193.0, 118.0, 270.0, 196.0]",4VJ7779,0.6078463792800903,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0485_processed.png,16,0.9996719360351562,0.7759471535682678,-0.22372478246688843,-22.379820259255585,0.5334409147194494,"[235.73333740234375, 143.64443969726562, 290.8444519042969, 207.64443969726562]","[226.0, 132.0, 302.0, 219.0]",VRJ7774,0.7759471535682678,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0495_processed.png,17,0.9991949796676636,0.5087169408798218,-0.4904780387878418,-49.0873201695806,0.4738130562396199,"[272.3555603027344, 184.88888549804688, 324.26666259765625, 255.64443969726562]","[261.0, 169.0, 337.0, 271.0]",988777773,0.5087169408798218,1,True,
